top # of balance,,spam_score,adr,balance@0516,note,
9567,spam_score:,0,GA3NFO4AD35JHVIK7YA2T36J4SGEQH4UXFTK4DBH5BKQRAFTEFLXFKNF,518 ,,
9568,spam_score:,0,GDMDBWJZR4FXFFFOBYMEU73OGCVKZK27JVDTQ6DO3U4GU4CVJUWJXY5I,517 ,,
9569,spam_score:,0,GCDIKWT7XH5X6UCXEI7AQHJ7BYNWVRQKISRID5HU6AOF7HJJMDQMNWDL,517 ,,
9570,spam_score:,0,GAR6UWCBMZ2F3EFE34G5456CDQUKA3QM4YXSKRBAWRONGI3FGWF7DULH,517 ,,
9571,spam_score:,0,GBI5GQAGCYMYWWKYZ4NRD6BRY3M7DSST4A3P6CNLQBPV5QGB6VIEH4W4,517 ,,
9572,spam_score:,0,GDXUUIY3TXRDQKWLL6G3HPVKLCS7HQVG57VCDZEEVXPWDQ3BTGO4NVQM,517 ,,
9573,spam_score:,0,GD4VHTRQFLU5LVZMBMJASGKQBMJGR2YJTPRC6JARUCLLOABSLK47OR77,516 ,,
9574,spam_score:,0,GBUTRMLGWRRY2V2JIGS3DAE6VXBESOXA4SAPHKTAYMD2YH2FVBONVDUG,516 ,,
9575,spam_score:,0,GAIT7W3RWPXGXDWPTLA4BODMRXOINZ3EP62HIU73V7IX4DRVAXT3RBUQ,516 ,,
9577,spam_score:,0,GBLPQUGCBRLFQNOIFLQYCVDUWYED6COIWZLD2NVA4RRWU5HVCFD57TOL,516 ,,
9578,spam_score:,0,GBHKU35PZVOGWKUA26PG2TWIJS6F6GG2HQO7QHORLJUDB3GSNTYWDOG4,516 ,,
9579,spam_score:,0,GDIGMXRW5MJKB65HOV2Z5SGI3ZEYGUTWICHRTRGAIE7LIJB3D6FNZEXP,515 ,,
9580,spam_score:,0,GDZXS35PHLQQNFPC66H2YKC4J65EWLZXWRXGVPDLGZELKXSSYTORGWTQ,515 ,,
9581,spam_score:,0,GB2PZS4UAE5VAK42YUBO72BMJY7HUH4LXFIUOJMEXSES3Z727KJOBQLU,515 ,,
9582,spam_score:,0,GDNXOTRTTXBVTMCCIKT5YBQZZTF22HDSNOL2AYBYWILGGSFL4ELDBPOP,515 ,,
9583,spam_score:,0,GAOGVB6CWOWGCICDH6M2DPCOWHCEQRPYZ4IXOMK3NAN5WDAP3VMMRWUP,515 ,,
9584,spam_score:,0,GAIAESN2KVR5NLZAJ7VAEB4ZGEPTOPG5ER2CCTPU7OQYDTLU6PWOJTGP,515 ,,
9585,spam_score:,0,GCR66QRIIL3GXVCDIAY7U3GWSI7M2YSQZ4B7ICAQTI77PCISQW3PCJEC,515 ,,
9586,spam_score:,0,GADEQSTRYLY74VLMABFHHUN7FROTBTBSUISYWUS2TINFO5XC373MDYUV,514 ,,
9587,spam_score:,0,GCDAFCDBUYPISUDROKN5ZT3BF5Q6DNF22U27GV4ZELXC4IEZSTRMPN3C,514 ,,
9589,spam_score:,0,GBJC42CUHJROBLJCBTE63EKT44C5YWQWWH5SVKZNFICZ7CNIIG2WHWQW,514 ,,
9590,spam_score:,0,GDWNYUJEJY7ZW5IJW7MNDYZHZ4AGDXTEGKUBR3GRAY6O4LOSDDZDWFLX,514 ,,
9591,spam_score:,0,GBA4NBNAJEK65DLW7P5Y2U6KINJGWCK627T2NXUFAA4MNLF7NI3I5GHV,514 ,,
9592,spam_score:,0,GAXTI277NLLLYGPNPAACAMQC6P32CGTQGMWYGKUFIRLKUFN6OCBYKHQ5,513 ,,
9593,spam_score:,0,GD33YHYEXGJSN2DJJWRFWZE5KUCPJYFBUQXEE33J3WET2Q4T4MMYBQDI,513 ,,
9594,spam_score:,0,GBW27BDOQR2KGQ6U66U2CFCFY2ZRGABGJAE3KWSZAZDRBBM644ZQR2Y5,513 ,,
9595,spam_score:,0,GDH2WQFXL3IEG6W5K3RUUMHCY45UB24JNBWDJETE76SRCZA2KX2GTWV5,513 ,,
9596,spam_score:,0,GBFWKEZ3ZYZDWLCORVII6AV2A4C25NGMQTPS4NHELU2H3PB4OIDSQ3CA,513 ,,
9597,spam_score:,0,GA4ONAMMNXRDKC5WXV5AK6LNVB6RAIO3VCZBDM4LLTGNJF43IP25ZL3N,513 ,,
9598,spam_score:,0,GAKOBEISRGY6Q3SY2BMWO674JELTM2E7L4PCAUQXR5J5Y4PTEIPQ4J73,512 ,,
9599,spam_score:,0,GCHGDF5S42HTIA7TZM7OXMCCVQI66J2A5ERNQPNJCGXYT4KDRPNA5WDE,512 ,,
9600,spam_score:,0,GDPZM76EIUOTZRDUME5BPNCINMSND4VRLESSNRENI6AYUGU5AEMUBJOH,512 ,,
9602,spam_score:,0,GBIBNT26WVB3TFB3TRQQ2ULUJBNQ5MC2MADMBAKCMIXIJ3RM6ZJVW7LX,512 ,,
9603,spam_score:,0,GCN43RW234Y5PHBOPKW7YWGO53ADSU762XIWHPYGIMHU327TZXBLD25O,512 ,,
9604,spam_score:,0,GA2NRYMOPHWNN6KD2RC6JEMYMRTV7MPYYYJMSDIEWWLALN5TQZZCX33Z,512 ,,
9605,spam_score:,0,GDDZCPJU5MA4X66LSQBOS7LL26KLUOKUFC4P4WTVPCPOL33ZIOBMJYP5,512 ,,
9606,spam_score:,0,GBZLQEX7RAFYBQQEMWGMU5KGJMX2J3WMQRNKJWHJZNX3JFWSO3BXNJXB,511 ,,
9607,spam_score:,0,GBWYIZSL6PL3CBDEDYNRX7GLWJ6O2A43767WBR4UCR4GH45K5TOQ4CQC,511 ,,
9608,spam_score:,0,GD627346DBTQWDVXYAN6YCRV2KIHMAI2NKQPVCOKNCSDMF6HQ24TG26T,511 ,,
9609,spam_score:,0,GC7AT3VGLUBXF7Z7JA3QTDRWBQC3PP6HQ7KWVXPJVMWM6R5TZISF7F2Q,511 ,,
9610,spam_score:,0,GAKPVTOECSRU4ZCU7E2WWQ6FLQAD7SDD3XJL7QEMQZUEYVPAGEK5L67G,511 ,,
9611,spam_score:,0,GABQHA7VWGQMSJTBHABHVL73CQCGI6T37XWBFYTT34CMJ2SWIL4RAZYO,510 ,,
9612,spam_score:,0,GCXSRGDJNUQR3GYDMVYEPWOQVIH5BUQUI4DMKYQY7UPMWKX4NJO4RFDS,510 ,,
9613,spam_score:,0,GBDEE3CIR3AUY7JA56MMER43U44N36K2W6PKUADIYPBDQMPXMBBFAQAT,510 ,,
9614,spam_score:,0,GCSNLRA6E7FS35GJ36BQRFURUBGQ4PT7CIQIQWNQI6VKUZMC3VMWBMXL,510 ,,
9615,spam_score:,0,GCXDU2ASOLYC72UYTGNY4FTFVXG23HXDTJNEYHZKVJA6ZVAARJVYS7T4,510 ,,
9617,spam_score:,0,GCVKVK2IN4RJXCXYX6MC5DYBR42MLYNNVMK3R64M2VAAYUZHDEL3M25J,509 ,,
9618,spam_score:,0,GBVBYTZ3OM7LU4TAJFJ72Z5LIPUW5DOEAGXR233YVDNHJ4UAYVZQKND4,509 ,,
9619,spam_score:,0,GDBZ7YS4MADRWC7MOGJJ5WCAZR6RSTKVPBIWA65OB445BN6QGMVKRYQ7,509 ,,
9620,spam_score:,0,GCJ2APEOXDXF5JBMJLNFIODHSHJC6RMHGLVSFHGRU7I4262YBT6KK573,509 ,,
9621,spam_score:,0,GAKNIEWXXE2D6EPCZSTQUFZE6ZEDCJ4EHSSHFVWOQD3VLLCSVUKGYWX6,509 ,,
9622,spam_score:,0,GB7UIMKHZZKH3K7QLS4VV3OYTP4LP4WHQSM3RN55OPZRVXS5MXTNYBFM,508 ,,
9624,spam_score:,0,GA36NMP6VFD44ZCX6QBVCBHSFPMJOD37CBUNQOM3ZW6SBCCKQCJ5WHXP,508 ,,
9625,spam_score:,0,GAMQGSP3ESPSHR7Q4XEUIE2T5HBR3PT7DRXDZ3B3YZEY5MWCOXDVRMAB,508 ,,
9626,spam_score:,0,GABQNWIV7LMMBHUU6NQRCLW3E7TMM4J27RJWOD2MPW4IXHJPEWNOWYAH,508 ,,
9627,spam_score:,0,GADO4IUEGIXQVOQXBXF46GQLJ6MDH662I76I6JNDOBC2LD7IRLZQUJOM,507 ,,
9628,spam_score:,0,GCARBUP7C7DCDCHDOBSC3RD2ZTF4F354PJGWDKOS7FASSHKFLNR7BMRU,507 ,,
9630,spam_score:,0,GBZLQ4WVDLLRO6UQ2CMVFP4ZE4KYD5CKI3IGN2WG2ASR6YGK4E27CI2U,507 ,,
9631,spam_score:,0,GBCDE7JR6P5QK5J7I66WLFYEI4SIX2VWPSJMORDLVGZYP5YLK5HTDUGV,507 ,,
9634,spam_score:,0,GBX745FQHNZ7SB72NCMUCBSVGMR4IUH4TPEL45B7RDBIED5QKSVYD5JZ,506 ,,
9635,spam_score:,0,GAOR7G2II4TYGDXXZNRPKOMCIDX7U7PQMJZOXGASCWFROD2TTQZWXGO7,506 ,,
9636,spam_score:,0,GD27KWVLDPPYK36HMMZOIO2EYRVPWTUIJIDJG7FPTWMRCE2YJ5JN4YWA,506 ,,
9637,spam_score:,0,GBBAEYPIOPIUTSUBKOEPSVVD4FM5PZFTJZ3MHOTGXIU4HW3DA2UQWRTH,506 ,,
9639,spam_score:,0,GCXPWZDPB4KSDZZOV5QYXLSVP5SDMQTGMRQNCGC5C5WYSYLA3R2PUBAE,506 ,,
9641,spam_score:,0,GCXRSCLTUM7XVFXX2VFPWHMJDVVGPQPHDBLF4V4FHXWEYVQYZOMFI7B2,506 ,,
9642,spam_score:,0,GA6SXAMH5EWGJMAY5E5NSD7OUEZIC7GWPOJACT2Z6NK3ZJGMMSP4WH7X,505 ,,
9644,spam_score:,0,GDM672CWEV2AO7I4ZME42JGSZI3OTSJLZXGZI6OD34YZPTB4L53EMHSD,505 ,,
9645,spam_score:,0,GD4SOBNVPE4FE2E36I3RY2EC3MXVFCCINCUWRMUXRMEPIAMLZRDO2T3J,505 ,,
9647,spam_score:,0,GAWM2J4T75BP4TXV44BK6QG6437GC3GBSAWX4YRKP7GPQPIYOQEO3YKX,505 ,,
9648,spam_score:,0,GA2GLJXHUI4GPI4BWQXY4EGBHPKG5VVCKJBCLTH3JQGNNQKGTFFYHMGX,505 ,,
9649,spam_score:,0,GBEDBAS6IGV3BYMEIOULWPBBE4TTVX4HNU5M2RS42VI54ISA3PKDPJJY,505 ,,
9650,spam_score:,0,GCWPHQQDHOU4TGCF54J5AQXE4TRQBZ4UQRMIAJNUEOBYXCR6BQ6NGEI2,504 ,,
9651,spam_score:,0,GAF7IMTZERR32SNR6W2XMQNR6CBKP7L5CRITA3OK2CB32AFZMZBW6TBL,504 ,,
9652,spam_score:,0,GALVRIM7PLBI2OT5H55KZMBS7SJ66KQ65VMHDE3HRETQWLAC3UD473AH,504 ,,
9653,spam_score:,0,GCSAIAA7DE6PKJAUKTJLVYSTQEEWSNC2XWZGIA2NHF76RXIAE5WGPOVO,504 ,,
9655,spam_score:,0,GCEAZGWBC2ENDXXZ5U4U5T7CVPEHVKNWP5XNUKJXLBMQZDGE622UKJZZ,504 ,,
9656,spam_score:,0,GBO26N4OLL6SOGL6GG2OCFX7EF2OVSHB3OI76NDL7VIGNBLIJQMKNOWP,504 ,,
9657,spam_score:,0,GDXYTMCWCU2CWWACV5GV3TP2HJUDOQ5U7RXIEDVAMFCLDZRNGUFYW37S,503 ,,
9658,spam_score:,0,GCSEY3LABUPXDBQDRPOEXQFTDOJRL6I2IFLXSSOYZVIUSTKQ2L6ZTJLQ,503 ,,
9659,spam_score:,0,GBMK7LFHQU34HC3M7WVXCKTDV4NNHHQF3S6UZO6EHYKKM6Z7Y2EW22BD,503 ,,
9660,spam_score:,0,GDNS4O7CGOTM7RJ2NCINW2RWAGD537G4U6XGL5B7A74YDW2BNI5P64GO,503 ,,
9661,spam_score:,0,GBSKHVCVMTSDY4GPEPMZ7YQGIRZMWKMJCTOLRBAOW3ST3EZGCQALTVXN,503 ,,
9663,spam_score:,0,GB4F63RQZNAP5JXLXOCVNNEAQDEWSYGWY3B2HWXIE7EWULXEGSNSE6HJ,503 ,,
9664,spam_score:,0,GCRTZCXX2M22SXUAC5XUZZ6MCKB5EUZ5VNORW75ITSWZSQXDIW7RC6BV,503 ,,
9666,spam_score:,0,GAJPTSYCDN3TECIAXST2UOLIIHQX76WBYKYMMSKI6DF57G34LDKCAJT5,503 ,,
9668,spam_score:,0,GBOWGSDP7SMU6VYOUEVSLA6MQBZC7KRS2YGCS2LR7FJXSTKS3LJY7STE,503 ,,
9669,spam_score:,0,GC4JRFKB2OID3I6273JJCNJKJKZLWXANI4KYCVTB44UEX5M2A4QU5FFC,503 ,,
9670,spam_score:,0,GAZSWE366S5V2MTWURGYMRFDR3Q5LZPRFEW3T2VXAJCWG5JR4SQTZGRB,503 ,,
9672,spam_score:,0,GAMRTJTHP7UDEN4TVWAJP25MEFWTUROOZWZAEUXWVGAHY6WPWWELBRW3,502 ,,
9673,spam_score:,0,GCDGV7ZM2XM4VPAZYFIN2HPMPFMHSTS2QDK2ZVLIJZ63MR5Q7QJ23S7N,502 ,,
9674,spam_score:,0,GAAWEWCCKT2KIVW6SMUBEF2JAJB7NOLIRARUNMYDRPOYRTI5HNSRIXMD,502 ,,
9675,spam_score:,0,GCNAFY3OP4LTIQ6OEU4CTPZ4CJLJTXN3JZVIGUA5HRTMPCTFIG32MFZW,502 ,,
9676,spam_score:,0,GCMLTJEPGX7Q3ZJPKJJI27XCZIP7N4KANDD54LJQPVITJZGP22L7CW27,502 ,,
9677,spam_score:,0,GBGYYIZTIGLVPFGPCNR5SZL3Q5AV5CLRWDO7QRIYQMSYXCFOHBHOKVPA,502 ,,
9678,spam_score:,0,GDRKUYUSXRSYWCFBMKLECC6YGF6RSEPMAGM7FQMH64N3MD7QI34L6KW2,502 ,,
9679,spam_score:,0,GAIULHXH4E7CIGBRDNCEQFWPUKNFUVDYBH2QHFZ7V2PF7QHQSTSEP6KS,502 ,,
9680,spam_score:,0,GBW6IUH6KEEUFYUULVH4ZCVU3TVVJ4NTCPM3W3MO3RL7RYDAJFZBLNKS,502 ,,
9681,spam_score:,0,GDJ3VGNFT65LBOVUKQ6ZBRD5RB6ZWXTSJN4YO7QR6VTG6ZEUEKM6WGNF,502 ,,
9682,spam_score:,0,GBL73OLENR5BNYXUC4WLH5V5BD3MZA3CE5O24HAUO6FD7PBRUG6HY4OW,502 ,,
9683,spam_score:,0,GDFOFKPUBYVFK5HAS7YO5JVA7EXXR625ZCBXZY5SJHJX74YW4IZQISSZ,502 ,,
9684,spam_score:,0,GD3T72U5DWCVOPZ4D3OI3F7O5HQ5BRKSGN4GB6K2EGDVVV2QYDO64AD6,502 ,,
9685,spam_score:,0,GDXCJEPHD3T3MNVFAJJXZCYXSO6LIK4G6X2VSWDIIR5TERGD3VDPV7II,502 ,,
9686,spam_score:,0,GCYWH6DFRDGEO4GPQ24KHJ4MOSRGKHU7BGFU5FM6ETFTRLR7WBYQHCBA,502 ,,
9687,spam_score:,0,GAR7Y4IWNJRCEW2EDH3KBH54LGS33UGST4PUTRYJCX6I7JDQDDBUREC2,502 ,,
9688,spam_score:,0,GBAADRVSZQRJCY66FZ7YD56UD6GYRJ2C7RDZAUWKIYRLWEI2U4X4CFJE,502 ,,
9689,spam_score:,0,GCB3STVGU3QFSYEU76SJN7T6O4RG2BEIOBLPEQWNMJQOA6B66LS5JOSY,502 ,,
9690,spam_score:,0,GDC4RWW4BAGGY3FTQV4E3PCPCGKUPOB5ZVHAUKGEQVWODGZAM5HKLKFS,502 ,,
9691,spam_score:,0,GBLXPQ5WEOGN6EBC67WIONGW6C2RUOTZBHHMRCB35XPOOE5234XL3CGB,502 ,,
9692,spam_score:,0,GCY46QARPRCBIPN4A6XZW3IZULKPFENWAWM2FTLZPEKFOKNGEX7G2MPZ,502 ,,
9693,spam_score:,0,GDLB52ZC4LB7PHZ3RRRGW437VKUT3XA5LCTQGS4AZO72YQUGWAPEMJCT,502 ,,
9695,spam_score:,0,GC4WLVHBP4LHNB4ILNK32UDHSJG2NGNEAP4JNKCLLRUATQWK7DCT4HJN,502 ,,
9697,spam_score:,0,GDFAY33JDNAMIQU4AI2G3HRDELUR23L4YZQQRMW62MFUSJRCUYOILXZR,502 ,,
9698,spam_score:,0,GBSIWEJWL6MMC2DBFFOO2ECJ2G4VTTX23ZIJOXS76PLPRTJGHFHPMSHL,502 ,,
9699,spam_score:,0,GBUK2BVXRD2ZLV7MZFL7VQ5QH5URTUPAECODQ5K7NAIPRHVV7BJHEPHM,502 ,,
9701,spam_score:,0,GC7LZBZU34GZTZDPHNJPSKEQWIRF74GPDLVOFDTL26Q5IEGGX5ZCRIKA,502 ,,
9703,spam_score:,0,GAD3JII7V4RV7F3ML6JVUUPZ4JTNZOVESWUACP5RZRKMDQ7YPS53AUHH,502 ,,
9704,spam_score:,0,GACX5U5MQXQ76CUTQKZWKXVUV24BHAGW6VGB3AEQIRJWIMYU76BL5PUU,502 ,,
9705,spam_score:,0,GCHTAX3VY264LTHMDMPB55LMDMYOVB5ZHLGYAKAP7BQHGBJNGHFYZ5ZP,502 ,,
9707,spam_score:,0,GC2ROAOJSSX3QOGAHCH2KD7XDEWLRSE54I7T474EWHIHL3SHA5LZSWVH,502 ,,
9708,spam_score:,0,GC6DAU3YJ25FAQ5J2DYXOBDS3RMENCO5CTCFNTSUJYSWDLBMBAX3KUVS,502 ,,
9709,spam_score:,0,GA5QQBNGKGWIOJROCKTVUFKTU5HGH6XC5PHYS4E6DPHBDIEZV45YI5HZ,502 ,,
9710,spam_score:,0,GCVALS2JGX3MPVUQJX4MV6VOBMILJ3ZNY5RPGEMRDYRDCK2G3K2SXKN3,502 ,,
9711,spam_score:,0,GACAAD4PWG3IQPV7NAWJC2T4PZHMZNGGNW3GUMZRTVLI2WVINIOSS7XF,502 ,,
9712,spam_score:,0,GD32SMKH3CA234STOVSO76Y3IVNR33GFE6WUJ6TRUGFFVZCLZKUBYM2E,502 ,,
9713,spam_score:,0,GCIYMLM6W2UGI7S7UXJX2PLD5QWYKAVRKWIAT6TBV25EDTES6EH4NC5A,502 ,,
9715,spam_score:,0,GC4I7QJOQUKPYMIEPGN3HHIK5QWKQVXTDZ2VEFS5ZWI25NSPYN2Y4C4F,501 ,,
9716,spam_score:,0,GBBN5OTYLEXAXBGC66D64IUCLNCFTN3FQ7GKRUDECKG543SVXUQZUJXL,501 ,,
9718,spam_score:,0,GBMM3U5IVEYJDLKNH4OGAM2GNW3YCC5XDSRDI4KATRWLSAPEXA2DMGML,501 ,,
9719,spam_score:,0,GBRDEZRWGYZDP3BCE5MJYQGRRNVNBBVCHISZ2C5DY36CH47JICJHY3Y6,501 ,,
9720,spam_score:,0,GAII7YPK6G3T3JI5ZH7GQVX4EISJS7NVUBBICJJFOFSDCJ7SDCTXZUZ7,501 ,,
9721,spam_score:,0,GARJPZA6ZP46XCWWKIU5WVHEUGFBCICJWJB6CJ7E2WV4K52DPC7ZT7JD,501 ,,
9722,spam_score:,0,GB7Y5Y6F67DHLPJGRKTLOALWI5F5JSMNYNCM5JOZY5BLYGBZQVJMJMY3,501 ,,
9723,spam_score:,0,GASNQCVLAGSMCAB5BCFRKTDUUAGEHV7AE2DSCDNHL6VQKIUAMMKLMA6U,501 ,,
9724,spam_score:,0,GBAED6DJO4CXXFEZZ5GLOZNCYH6GQK54JKN56NZTVTST5GXJP4RXWEPX,501 ,,
9725,spam_score:,0,GC664QV7TEND56BGEIW6573MURDI3EOFRE6PQQOK7FE322WAGNYMAONF,501 ,,
9726,spam_score:,0,GCGGMG4KMJQQUQAAMWXATC6M2QELKFZ6WQUV6KJQX7HWVZ5264JKE4XS,501 ,,
9727,spam_score:,0,GAGBW5OGH7SSMINWYBZ4NEWPWURD57SBF6KQSTVYNSSW7HK7LJSGJKIT,501 ,,
9728,spam_score:,0,GDITJQMTBQWODLJ6BAVD4LV62R3TVIHQTNUYIJAWXFFEUBKZ3IXKZ2JK,501 ,,
9729,spam_score:,0,GDBZSHLRJXNZSZITI7Y7PWE4QCWPEG2Z3WBRE7TUMG7I4E4QNVNZCHWH,501 ,,
9730,spam_score:,0,GA5XKL7IKVZHQTZYZ2UDSJTJOQMOWVYDGEOWRYRP7DXW3FH34GPHFSVG,501 ,,
9731,spam_score:,0,GCH5VC7RKPPS6UODNOLBEXVXKSRGAMBGBOCGGOG6U5GZ2YDJFIU46HCV,501 ,,
9732,spam_score:,0,GAUM5DHWCQKCDRHKA54JYMFIWYKYIKAGYQMSEUIIM3G5E642XU2WZAHT,501 ,,
9733,spam_score:,0,GBPOI5U3RWKAFYGTA6RGATGPQMEDHDVOSLUWO5VPWO3RPEEJSKOVSF3C,501 ,,
9734,spam_score:,0,GC7NFJEGDMLM555QNG5W5S4TLHON6DP76G5WCZOX5ZJIHZMS3NWWKWKB,501 ,,
9735,spam_score:,0,GBLSCUMI2LMC4IQNG7WKUNNUEICOQEKEQAUHNFF5M55U3REFG2VUKCFZ,501 ,,
9736,spam_score:,0,GCAUB3TNYWXET52DOKPPX3ZI6QXDNGACGO2K6LKCTC2QUMFJH77SMYTA,501 ,,
9737,spam_score:,0,GA52FRJFXDXMTPPPHQMX4UD24MLWCBKDWL6FQMVI3HWHET5VHQJM4JUN,501 ,,
9738,spam_score:,0,GA5YEFWQJ3XLNG2CX26KNWOBBSIGIHCNMT6U3BQM27MGV75SDFOZONBY,501 ,,
9739,spam_score:,0,GBJMYAWT2VODH5U6T5UKFNDZB4HFHGMDNCRZTMXWW4AHKPIP3KLLCGBB,501 ,,
9740,spam_score:,0,GDWBMRF5KXLULLU5F2RWSJ4SQZ3C6TUCRDSOPLNGSVIMMDZ7IZGXOSYN,501 ,,
9741,spam_score:,0,GA6XVENK5CW7P3FFVPKY352MQJMGLI7QKMBYXHYWHGSLUADKRQW6EZBQ,501 ,,
9742,spam_score:,0,GA2MFCDY76HSGY6ZHPAXQP6IREDCBFAVVMLUVC7XK3FBZ3MZWHC5ALE4,501 ,,
9743,spam_score:,0,GDN3AVNNYZLINKF24TBAZM6OUC7UZDA67KDABFJDHKMIWAK4V27X2QGD,501 ,,
9744,spam_score:,0,GBSZ3EUR2CJNTB2GGNYL4O7RUN6DXFVIFFDUESN6JQS3EQLUZDE7FCYC,501 ,,
9745,spam_score:,0,GAZWX7OG2IWHCSQXAO7ML5QMBZRC634OFHPI34ECBN6WWZMKQ2JZDSIH,501 ,,
9746,spam_score:,0,GAAICWLTMIA6H5PTSUA2DYNZVEIVWCNJAPYFSZM2MH3I2C5TFB6WNHRI,501 ,,
9747,spam_score:,0,GBEFN2KBBKSNRB2S5THNSKZHP5N3H3EGAAJBD5PMP4UCBWP2WOYEBBL4,501 ,,
9748,spam_score:,0,GCK5HD6X3CC7NZN2RPE2WEUVII7HN3OXCTL5GLKQTUV7F3GSDBBAG7GZ,501 ,,
9749,spam_score:,0,GC4EBI4MTUEVFROY3LJEB5I3WWYWUA4TMRUT4C76SCVYIY5DVNHM3S3E,501 ,,
9750,spam_score:,0,GDLNUDT53ZP6R7VN34PL7OGKRTUPF44CIX622BLYYRECAHBDZIJFCWNB,501 ,,
9751,spam_score:,0,GBTGOSJ2FHJHZCSCJF5CZWNUHONXDC3CCAFLUMQB2GMBI4PAL2KD7NUA,501 ,,
9752,spam_score:,0,GCFTVE6MYQCJAU2PRI6YXHU7WPQVFNFWJHGM5CFCDYBYVWZHNEVHZKNI,501 ,,
9753,spam_score:,0,GCPEBD7QXEQY53XCAHXGSYXKBZ4UUWG52TO6NIYDNXC6D3FFBORUWVFY,501 ,,
9754,spam_score:,0,GD3V6OMGCC5VZNI76M43EKNB5XFFA4P5QITXTOTUDRPQQQPEEHUQ5LCE,501 ,,
9755,spam_score:,0,GC7NXW3H3FCUVQ7BUVYSJHMUVNVJ3FMNZE3T3A5XOTBMDI3Z47ISHBHG,501 ,,
9756,spam_score:,0,GCGP3JOG7GSPYVPYNCVSAGG5UR72OZ6FSPR2XHWDE64FEYJQLFQA5AFP,501 ,,
9757,spam_score:,0,GCIR52YHEZ7SPTEGFG6KPF73KZNNDBO6GSOZCWH3FJNHHUGKSX3X3PG2,501 ,,
9758,spam_score:,0,GDRAHWA2TVF4HZAX5OBNXFMP2E53V2MJWTTEJYUG4YOZ7TBKTW6PZOBY,501 ,,
9759,spam_score:,0,GBH2LCPRYKO4L2343HRZG23VQ7S2JUT7UTDMYVYNN3G5T6HS6AWJQSJL,501 ,,
9760,spam_score:,0,GAFEUAD5DHJK4UD2KAHNY5DTXJSNH6REWMAYBUH3MPLXONPIYIDY3RTC,501 ,,
9761,spam_score:,0,GAEABFMAOWCZRUY2P53LYPWFUIARMUEKTJS33G3S2JMBHOGN3PSEP7WG,501 ,,
9762,spam_score:,0,GCW56Y3FRITKZPFHNIYRCZ2VJ547GSRDUFXXFTYQDQ6DAKOYGKY3G3V4,501 ,,
9763,spam_score:,0,GBUCJEVNU2TF4FOQ73HJDP7D5FLKVR7P2DBHXKW5L7GP3FR5JPBO42MJ,501 ,,
9764,spam_score:,0,GBU2V25YTKK43HWXBABGY73OOZYAPIKY2GCVERWTNQFQN7X7JWKLAEAS,501 ,,
9765,spam_score:,0,GAE4AYSIUE3DUUHOZGSFXFSGKOM32IWHONRJ455DNTBDFICLDD4MGTRN,501 ,,
9766,spam_score:,0,GBL726UJ5NWBPCJR54SG2PVN6GY6OIB2MBOSGRE56BVBALQU2Q67VR3S,501 ,,
9767,spam_score:,0,GAV4IIJU3ZAO2IQDDU77WBFFI7LDP2DOSLUZ4W5KQPBQMZ4JBVAN7QA5,501 ,,
9768,spam_score:,0,GBCHC2FGKFMS7WWWVBRUFGVFDTHPLZ2WXCJ3BD3OTFG4KWD6PSBZCD2K,501 ,,
9769,spam_score:,0,GCKI7HILUK2JXQKSUF6U3NDG6XJ5K2PD6VFFW5F37TBN54TTKJXQUB7A,501 ,,
9770,spam_score:,0,GD6AAYN6KYYQDRN4DGGEK4EXVXXWDTHYC3I6X3L7CGIQJZ5NGICZCAHV,501 ,,
9771,spam_score:,0,GCDVRSE4JR6NZ66HCS7PX424DOELJKMN3DHPKZ4P3GIE6RWOF34HA4C7,501 ,,
9772,spam_score:,0,GAP747S6OPQODGSNLQOY6WQ4HAIVOPEYCO3O6FUAXIFV4H2ADY7AFZJ3,501 ,,
9773,spam_score:,0,GBD42FXLKAVSV35TTG3HIYCN2LE2ELETFNS7NUAAQ3I4S6SI6NUWUQYG,501 ,,
9774,spam_score:,0,GAMY5KPUBAJ4I56IX2CB6AGF4F36CNDAJENUP7PVBQ7BVXIERJNH57SU,501 ,,
9775,spam_score:,0,GCC4AN5ATZPVG2FVLI2LDJ7DMWLZA4YKSKHSIS5VC2MK3EA4ASBE5DVA,501 ,,
9776,spam_score:,0,GB3O2UFN7NEOUNDLEBPKOMY2TOAPQ4BKX5A2GTECZJ4TSN5SGMEHITSZ,501 ,,
9777,spam_score:,0,GDOIXWNFSMLEOJLNR22MG4LXJMKINNUUIEVPCZ2WFFDA5PNXEIIAQPNL,501 ,,
9778,spam_score:,0,GB5AUDP6OY4XVQS4RY223QFN65ZEN2DGJGCYDJ6MFELXQ7BP2YCVC5HC,501 ,,
9779,spam_score:,0,GBNXORHDSNYWLT4LH3GZPIADFVM7NTPEZ7XPJBYQCLGNKAY424UTGSDH,501 ,,
9780,spam_score:,0,GC2UWGVO5VECAKKGEUASNUAZHVVJYE6FDGTNNBKBUVW4HMODTB2EUXST,501 ,,
9781,spam_score:,0,GDL3G4DMC42GIU2NSNY2RCBN62YTKJC34UJG2WIFLGVHDWZKO4EHXO6F,501 ,,
9782,spam_score:,0,GALOPTN225VQKTUMWLWPDSEYJU2Z2FIIHT2JZK2UQI4ZVBM4FFUCFFLP,501 ,,
9783,spam_score:,0,GD42SUQHWYTD6GD3QWZ2A64WHCQRHFPOPHNNP7KLYUTXT6A5WQ2IBR4R,501 ,,
